,statement,source,link,veracity
9888,"Says ""the number of Americans living at or below the poverty line is at its highest level since"" 1964.",Barbara Buono,/new-jersey/statements/2012/dec/03/barbara-buono/sen-barbara-buono-says-nations-poverty-rate-its-hi/,Mostly True
9889,"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain",Scott Walker,/wisconsin/statements/2012/dec/02/scott-walker/walker-says-he-unveiled-legislative-agenda-wiscons/,Mostly False
9890,"Says in January 1992, George H. W. Bush ""probably had a 90 percent or even higher approval rating after the first Gulf War.""",John Wisniewski,/new-jersey/statements/2012/dec/02/john-wisniewski/democratic-leader-offers-cautionary-tale-gov-chris/,Mostly False
9891,"""If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for ""violations’.""",Association of Mature American Citizens,/rhode-island/statements/2012/dec/02/association-mature-american-citizens/association-mature-american-citizens-says-under-af/,Pants on Fire!
9892,"Says legislation supported by gay rights activists would strip ""mother"" and ""father"" from future Texas birth certificates.",Texas Values,/texas/statements/2012/nov/30/texas-values/conservative-group-says-legislative-proposal-would/,Mostly False
9893,"Says the state is required ""pick up 70 percent of the cost"" of K-12 education.",John Kitzhaber,/oregon/statements/2012/nov/30/john-kitzhaber/does-state-pick-70-percent-k-12-tab/,Mostly False
9894,"""National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices … (or) cutting jobs as a result of the added cost.""",Pam Bondi,/florida/statements/2012/nov/30/pam-bondi/pam-bondi-said-national-studies-show-businesses-ar/,False
9895,"""Our race was the closest U.S. Senate race in Ohio in 36 years -- when Howard Metzenbaum defeated Robert Taft in 1976.""",Josh Mandel,/ohio/statements/2012/nov/30/josh-mandel/josh-mandel-says-his-senate-contest-sherrod-brown-/,True
9896,"A ""foreclosure tax"" that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.",National Association of Realtors,/georgia/statements/2012/nov/30/national-association-realtors/realtors-push-congress-extend-foreclosure-bill/,Mostly True
9897,"""We have more people working in clean and green energy than in oil and gas in this country.""",Sheldon Whitehouse,/rhode-island/statements/2012/nov/30/sheldon-whitehouse/sen-sheldon-whitehouse-says-more-people-us-work-gr/,True
9898,"Says that in the 1985 election former Gov. Tom Kean had ""the largest winning margin for a gubernatorial candidate in Jersey history.""",Raymond Bateman,/new-jersey/statements/2012/nov/29/raymond-bateman/raymond-bateman-says-tom-kean-won-1985-gubernatori/,True
9899,"""In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.""",Jobs Ohio,/ohio/statements/2012/nov/29/jobs-ohio/jobs-ohio-claims-buckeye-state-nearly-tops-new-job/,True
9900,Says veterans’ disability claims backlog doubled in Obama’s first term.,John Cornyn,/texas/statements/2012/nov/28/john-cornyn/john-cornyn-says-veterans-disability-claims-backlo/,True
9901,"Operating a health care exchange would be ""illegal"" in Georgia and some states because of legislation passed in those states.",Michael Cannon,/georgia/statements/2012/nov/28/michael-cannon/experts-say-federal-law-trumps-state-law-obamacare/,False
9902,"""When you look at the number of crashes before the cameras were installed compared to after, they’re virtually the same.""",Steve Acenbrak,/georgia/statements/2012/nov/27/steve-acenbrak/red-light-cameras-dont-impress-roswell/,Mostly True
9903,"Says President Barack Obama ""did not come into office with the economy in a free fall.""",Ron Johnson,/wisconsin/statements/2012/nov/26/ron-johnson/sen-ron-johnson-says-economy-was-not-free-fall-whe/,Half-True
9904,"""For the first time in history, the share of the national popular vote margin is smaller than the Latino vote margin.""",Robert Menendez,/new-jersey/statements/2012/nov/26/robert-menendez/us-sen-robert-menendez-says-latino-voters-made-dif/,Mostly True
9905,"Says the tax code is effectively subsidizing ""the marketing efforts of fast food and junk food companies by as much as $19 billion over 10 years.""",Dennis Kucinich,/ohio/statements/2012/nov/26/dennis-kucinich/dennis-kucinich-says-tax-code-effectively-subsidiz/,Mostly True
9906,"""There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.""","Joseph ""Joe"" Deshotel",/texas/statements/2012/nov/26/joseph-joe-deshotel/joe-deshotel-says-there-no-evidence-showing-poor-p/,False
9907,"The ""error rates"" for the Fulton County elections department are ""well below the average.""",Emma Darnell,/georgia/statements/2012/nov/26/emma-darnell/no-evidence-found-back-fulton-commissioners-claim/,False
9908,"Says Gov. Scott Walker has ""led people to believe that if Wisconsin doesn’t implement a (health-care) exchange, Obamacare doesn’t happen here.""",Jon Erpenbach,/wisconsin/statements/2012/nov/25/jon-erpenbach/erpenbach-says-walker-misled-federal-health-care-l/,Mostly False
9909,"Says because of Hurricane Sandy in Atlantic City ""much of that boardwalk no longer exists -- just the pillars where the boardwalk used to be.""",Frank Lautenberg,/new-jersey/statements/2012/nov/25/frank-lautenberg/frank-lautenberg-says-after-hurricane-sandy-much-b/,Mostly False
9910,"Says Delta Air Lines has ""once again broken a promise they made to me and to the people of Memphis.""",Steve Cohen,/tennessee/statements/2012/nov/25/steve-cohen/delta-broke-promises-memphis-says-congressman-cohe/,True
9911,"""Our welfare system now consumes 42 percent of our budget.""",Patricia Morgan,/rhode-island/statements/2012/nov/25/patricia-morgan/ri-state-rep-patricia-morgan-says-spending-welfare/,Half-True
9912,"""We’ve outdrawn the Super Bowl for a little while now in the arenas and stadiums that we’ve followed them in for the Super Bowl. We’ve gone in after [the NFL] and surpassed their ticket sales.""",Paul Levesque,/new-jersey/statements/2012/nov/22/paul-levesque/jersey-itinerary-both-events-wrestler-triple-h-say/,Mostly True
9913,"Says she is ""entering in the most diverse class ever,"" of U.S. Representatives",Ann McLane Kuster,/new-hampshire/statements/2012/nov/21/ann-mclane-kuster/ann-kuster-touts-being-member-most-diverse-congres/,True
9914,Says Fran DeWine’s made-from-scratch dinner rolls are a delicious favorite in a traditional Thanksgiving dinner.,Mike DeWine,/ohio/statements/2012/nov/21/mike-dewine/mike-dewine-touts-his-wifes-recipes-delicious-part/,True
9915,Says about 25 Texas cities and 39 states have banned texting while driving.,Tom Craddick,/texas/statements/2012/nov/21/tom-craddick/tom-craddick-says-39-states-and-about-25-texas-cit/,True
9916,"""Wisconsin is the only state that allows parents or guardians to purchase alcohol for their children – regardless of whether that child is seven or 20 years old – at bars and restaurants.""",Health First Wisconsin,/wisconsin/statements/2012/nov/21/health-first-wisconsin/health-first-wisconsin-says-wisconsin-stands-alone/,False
9917,"""Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.""",Chain email,/ohio/statements/2012/nov/21/chain-email/emails-blog-posts-claim-mitt-romney-got-zero-votes/,True
9918,"A precinct in the Allen West-Patrick Murphy recount has ""7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!""",Facebook posts,/florida/statements/2012/nov/20/facebook-posts/viral-post-claims-precinct-allen-west-race-had-900/,False
9919,"Says the initial Portland plastic bag ban represented ""only a modest share of total single-use checkout bag use.""",Sam Adams,/oregon/statements/2012/nov/20/sam-adams/did-portlands-bag-ban-only-target-modest-portion-s/,Mostly False
9920,"""In 2011, our state-run lottery funded New Jersey classrooms by over $930 million.""",Big Gamble NJ,/new-jersey/statements/2012/nov/19/big-gamble-nj/group-claims-new-jerseys-classrooms-received-930-m/,Mostly True
9921,"""In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.""",We the People petition,/ohio/statements/2012/nov/19/we-people-petition/online-petition-claims-obama-got-more-votes-one-co/,Pants on Fire!
9922,"""Secular Americans are the fastest-growing religious identification demographic in this country.""",Freedom From Religion Foundation,/wisconsin/statements/2012/nov/18/freedom-religion-foundation/secular-americans-fastest-growing-demographic-athe/,Half-True
9923,"Says New Jersey is ""50th in return of our federal tax dollars.""",Chris Christie,/new-jersey/statements/2012/nov/18/chris-christie/chris-christie-says-new-jersey-receives-smallest-r/,Mostly True
9924,"Says that under the new healthcare law, full- and part-time workers will be required to buy insurance costing $375 to $1,000 a month, starting in 2014.",County Line,/texas/statements/2012/nov/18/county-line/county-line-restaurant-chain-says-full-and-part-ti/,Half-True
9925,"""More Tennesseans have hunting and fishing licenses than vote.""",Lamar Alexander,/tennessee/statements/2012/nov/18/lamar-alexander/lamar-alexander-says-more-tennesseeans-have-huntin/,False
9926,Three thousand felons voted in Rhode Island in 2008.,Carolyn Medeiros,/rhode-island/statements/2012/nov/18/carolyn-medeiros/leader-alliance-safe-communities-says-3000-felons-/,True
9927,Says New Hampshire had the fourth-lowest unemployment rate in the country during Maggie Hassan’s time in the state Senate.,Maggie Hassan,/new-hampshire/statements/2012/nov/16/maggie-hassan/new-hampshires-new-governor-maggie-hassan-claims-l/,Half-True
9928,"Says the Multnomah County Library system ""is the second busiest in the nation.""",Libraries Yes! Committee,/oregon/statements/2012/nov/16/libraries-yes-committee/mulnomah-county-library-system-second-busiest-nati/,True
9929,"Says 40 years ago, the U.S. placed Texas under Voting Rights Act for failing to print ballots in Spanish.",Terral Smith,/texas/statements/2012/nov/16/terral-smith/terral-smith-says-40-years-ago-us-placed-texas-und/,Half-True
9930,"Barack Obama is ""only the second Democrat in the last 75 years to win Ohio twice with more than 50 percent of the vote.""",Chris Redfern,/ohio/statements/2012/nov/16/chris-redfern/chris-redfern-says-obama-first-democrat-75-years-g/,True
9931,"""There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.""",John Charles,/oregon/statements/2012/nov/16/john-charles/will-more-half-new-sellwood-bridge-accommodate-jus/,Half-True
9932,"Says that with President Obama's re-election, state and federal income tax rates for some taxpayers will rise ""to roughly 65 percent.""",Mike White,/wisconsin/statements/2012/nov/15/mike-white/obamas-re-election-federal-and-state-rates-wiscons/,False
9933,"""Every American now is $51,000 in debt. That’s money I owe, that’s money my children owe before they even go to kindergarten, that’s their check to the federal government right now.""",Caroline Casagrande,/new-jersey/statements/2012/nov/15/caroline-casagrande/caroline-casagrande-says-every-american-owes-feder/,Mostly True
9934,"Budget analysts say the looming tax hikes and spending cuts would  ""take us into a recession and kill jobs.""",Rob Portman,/ohio/statements/2012/nov/15/rob-portman/rob-portman-says-cbo-warns-trip-over-fiscal-cliff-/,True
9935,"Says the state of Texas rates as ""unacceptable"" almost 500 of the state's 8,000 public schools.",Dan Patrick,/texas/statements/2012/nov/14/dan-patrick/dan-patrick-says-almost-500-8000-texas-public-scho/,True
9936,"When it comes to income taxes, Wisconsin is ""one of the best places in the country to be poor"" but ""top 4 or 5 worst"" for middle-income earners.",Robin Vos,/wisconsin/statements/2012/nov/14/robin-vos/vos-says-income-taxes-wisconsin-one-easiest-poor-a/,Mostly True
9937,"""Sixty percent of New Jersey doctors do not accept Medicaid patients.""",Steve Lonegan,/new-jersey/statements/2012/nov/14/steve-lonegan/conservative-activist-steve-lonegan-says-60-new-je/,True
9938,"Says a poll shows that ""without a name attached, Democrats are just one point behind"" Gov. John Kasich.",Chris Redfern,/ohio/statements/2012/nov/14/chris-redfern/chris-redfern-says-poll-shows-support-nameless-dem/,True
9939,"""Clayton County offers the lowest operating millage rate in Metro Atlanta.""",Clayton County Government,/georgia/statements/2012/nov/14/clayton-county-government/officials-correct-outdated-claim/,False
9940,Half the lottery directors across the country had not run a lottery before they were hired.,Brian Robinson,/georgia/statements/2012/nov/13/brian-robinson/its-good-bet-your-lottery-director-doesnt-have-lot/,Mostly True
9941,"Says under President Barack Obama, the United States has created ""five million jobs.""",Robert Menendez,/new-jersey/statements/2012/nov/12/robert-menendez/us-sen-robert-menendez-says-united-states-has-crea/,Half-True
9942,"Says Mike Dovilla supports a plan ""that could allow a foreign corporation to take over the Ohio Turnpike"" ",Ohio Democratic Party,/ohio/statements/2012/nov/12/ohio-democratic-party/ohio-democratic-party-attacks-mike-dovilla-over-pr/,Mostly False
9943,"""Revenues are 15 percent of GDP — it’s still in the range of the lowest it’s ever been.""",Saxby Chambliss,/georgia/statements/2012/nov/12/saxby-chambliss/senator-says-urges-plan-avoid-fiscal-cliff/,Mostly True
9944,"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",Jason Isaac,/texas/statements/2012/nov/12/jason-isaac/jason-isaac-says-past-20-years-texas-school-spendi/,Mostly False
9945,"""Wisconsin still ranks first among the 50 states in manufacturing jobs per capita.""",Rebecca Kleefisch,/wisconsin/statements/2012/nov/11/rebecca-kleefisch/Rebecca-Kleefisch-says-Wisconsin-ranks-first-among/,True
9946,"Says ""I was the first governor in America to endorse Mitt Romney.""",Chris Christie,/new-jersey/statements/2012/nov/11/chris-christie/chris-christie-claims-again-he-was-first-governor-/,Pants on Fire!
9947,"Says Tennessee’s higher education funding model ""is 100 percent outcomes-based"" and ""we are already seeing this model changing the way our postsecondary institutions do business.""",Bill Haslam,/tennessee/statements/2012/nov/11/bill-haslam/tennessees-outcomes-based-college-funding-model-al/,True
9948,"""Texas’ population is projected to double in the next 50 years or so, but our basic amount of water will remain about where it is now.""",Kirk Watson,/texas/statements/2012/nov/09/kirk-watson/kirk-watson-says-states-population-will-double-50-/,Mostly True
9949,"Says Jeb Bush ""extended early voting"" after seeing ""long lines.""",Charlie Crist,/florida/statements/2012/nov/08/charlie-crist/charlie-crist-says-jeb-bush-extended-early-voting/,Mostly False
9950,"""Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant.""",Priorities USA Action,/truth-o-meter/statements/2012/nov/05/priorities-usa-action/ad-claims-mitt-romney-made-over-hundred-million-do/,Mostly False
9951,"""The higher the education level, the more likely they are to vote Democratic.""",Larry Sabato,/georgia/statements/2012/nov/05/larry-sabato/education-level-tied-voting-tendencies/,Mostly True
9952,"""We have more hospitals that are children’s hospitals than any other state in the union."" ",William G. Batchelder,/ohio/statements/2012/nov/05/bill-batchelder/william-batchelder-claims-ohio-has-most-childrens-/,False
9953,"Says that ""Tennessee law requires that schools receive half of proceeds -- $31 million per year"" -- from a half-cent increase in the Shelby County sales tax.",Stand For Children Tennessee,/tennessee/statements/2012/nov/04/stand-children-tennessee/schools-must-get-half-proceeds-county-sales-tax-in/,True
9954,Says Ovide Lamontagne wants to eliminate kindergarten.,New Hampshire Democratic Party,/new-hampshire/statements/2012/nov/03/new-hampshire-democratic-party/does-ovide-lamontagne-want-get-rid-kindergarten/,Mostly False
9955,Gubernatorial candidate Maggie Hassan supported 33 tax and fee increases as Senate Majority Leader.,Republican Governors Association,/new-hampshire/statements/2012/nov/03/republican-governors-association/democrat-maggie-hassan-votes-tax-increases-targete/,Half-True
9956,"""Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.""",People's Majority,/rhode-island/statements/2012/nov/03/peoples-majority/super-pac-peoples-majority-says-us-sen-sheldon-whi/,Pants on Fire!
9957,"Says U.S. Senate candidate Tommy Thompson ""says he’ll do away with Medicare.""",Progressive Change Campaign Committee,/wisconsin/statements/2012/nov/02/progressive-change-campaign-committee/progressive-group-says-thompson-says-hell-do-away-/,Half-True
9958,"Says U.S. Senate candidate Tammy Baldwin ""proposed a $3.9 trillion tax increase -- a tax increase so extreme"" that ""even Nancy Pelosi voted against it.""",National Republican Senatorial Committee,/wisconsin/statements/2012/nov/02/national-republican-senatorial-committee/gop-group-says-tammy-baldwin-proposed-39-trillion-/,Mostly True
9959,"Says Mitt Romney ""was director of a company that stole millions from Medicare.""",Priorities USA Action,/truth-o-meter/statements/2012/nov/02/priorities-usa-action/mitt-romney-and-rick-scott-both-have-medicare-frau/,Mostly True
9960,"Says during George W. Bush’s administration ""we were losing millions of jobs per month,"" while under Barack Obama we have ""three years of gaining hundreds of thousands of jobs per month.""",Michael Moore,/truth-o-meter/statements/2012/nov/02/michael-moore/michael-moore-said-us-lost-millions-jobs-month-und/,False
9961,"Says Connie Mack ""wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.""",Bill Nelson,/florida/statements/2012/nov/02/bill-nelson/bill-nelson-said-connie-mack-asked-stimulus-money-/,True
9962,"""Obama's Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara.""",Mitt Romney,/florida/statements/2012/nov/02/mitt-romney/romney-campaign-says-obamas-epa-sent-emails-che-gu/,Half-True
9963,"""After Patrick Murphy’s charges were dropped, Murphy’s father gave the prosecutor a huge campaign donation.""",Allen West,/florida/statements/2012/nov/02/allen-west/allen-west-ad-connects-patrick-mur/,Mostly False
9964,"Says Mitt Romney wants to ""get rid of Planned Parenthood.""",Planned Parenthood Action Fund,/truth-o-meter/statements/2012/nov/02/planned-parenthood-action-fund/radio-ad-says-mitt-romney-wants-get-rid-planned-pa/,Mostly False
9965,"Says ""Romney supported a law that could have made most common forms of birth control illegal.""",Florida Democratic Party,/truth-o-meter/statements/2012/nov/02/florida-democratic-party/florida-dems-say-romney-supported-law-could-have-b/,False
9966,"Says Jim Renacci has ""consistently voted"" for loopholes that ""encourage outsourcing of our jobs.""",Betty Sutton,/ohio/statements/2012/nov/02/betty-sutton/betty-sutton-claims-jim-renacci-consistently-suppo/,Half-True
9967,"""The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.""",Sheldon Whitehouse,/rhode-island/statements/2012/nov/02/sheldon-whitehouse/us-sen-sheldon-whitehouse-says-budget-proposed-vic/,False
9968,"""Bill Nelson actually voted in favor of higher taxes 272 times.""",Connie Mack,/florida/statements/2012/nov/01/connie-mack/connie-mack-says-bill-nelson-voted-higher-taxes-27/,False
9969,"""Tommy Thompson made millions from corporations who outsource American jobs and now he's trying to lavish huge tax breaks on them.""",Majority PAC,/wisconsin/statements/2012/nov/01/majority-pac/senate-hopeful-tommy-thompson-made-millions-outsou/,Half-True
9970,"Says Connie Mack was ""the only member of the Florida delegation that voted against a bill to help NASA.""",Bill Nelson,/florida/statements/2012/nov/01/bill-nelson/bill-nelson-says-connie-mack-voted-against-nasa-bi/,Mostly True
9971,On support for U.S. Rep. Paul Ryan’s Medicare reform plan,Tommy Thompson,/wisconsin/statements/2012/nov/01/tommy-thompson/testing-thompsons-position-ryans-medicare-reform-p/,Half Flip
9972,"Says Mark Hass ""raised your taxes by $1 billion in a single day.""",Taxpayer Association of Oregon,/oregon/statements/2012/nov/01/taxpayer-association-oregon/did-sen-mark-hass-raise-taxes-1-billion-single-day/,Half-True
9973,"Says U.S. corporate tax rate is ""highest in the world at 35 percent.""",Michael McCaul,/texas/statements/2012/nov/01/michael-mccaul/michael-mccaul-says-us-corporate-tax-rate-worlds-h/,Mostly True
9974,On a single-payer healthcare system,Tammy Baldwin,/wisconsin/statements/2012/nov/01/tammy-baldwin/single-payer-healthcare-system-america/,Half Flip
9975,"Says that Sherrod Brown is an ""Obama rubber stamp"" for ""supporting the job-killing cap and trade plan.""",Josh Mandel,/ohio/statements/2012/nov/01/josh-mandel/mandel-campaign-labels-sherrod-brown-obama-ru/,False
9976,Says the NAACP's Ohio chapter has endorsed Issue 2.,Voters First Ohio,/ohio/statements/2012/nov/01/voters-first-ohio/voters-first-ohio-claims-issue-2-endorsed-ohio-con/,Mostly False
9977,"Says opponent Chad Chadwell ""wants condom techniques demonstrated to your children.""",Tere McCann,/texas/statements/2012/nov/01/tere-mccann/round-rock-candidate-says-school-board-president-w/,Mostly False
9978,"Sheldon Whitehouse voted for a ""$525-billion tax increase on the middle class.""",Barry Hinckley,/rhode-island/statements/2012/nov/01/barry-hinckley/us-senate-candidate-barry-hinckley-says-incumbent-/,Pants on Fire!
9979,"Says Matt Wand has sided with anti-choice activists ""to restrict access to reproductive health care services.""",Democratic Party of Oregon,/oregon/statements/2012/nov/01/democratic-party-oregon/did-matt-wand-side-activists-limit-acc/,Half-True
9980,"An Obama campaign tactic for rallying voters is to ""offer them cell phones.""",Adam Putnam,/truth-o-meter/statements/2012/oct/31/adam-putnam/putnam-obama-campaign-gives-free-cell-phones-suppo/,Pants on Fire!
9981,"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.",House Majority PAC,/new-hampshire/statements/2012/oct/31/house-majority-pac/does-supporting-ryan-budget-plan-mean-you-want-sen/,Mostly False
9982,"Says ""Mitt Romney’s plan rolls back regulations"" on banks.",Barack Obama,/truth-o-meter/statements/2012/oct/31/barack-obama/obama-says-romney-would-roll-back-banking-regulati/,Mostly True
9983,"""There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.""",Sherrod Brown,/ohio/statements/2012/oct/31/sherrod-brown/sherrod-brown-says-coal-jobs-and-coal-production-b/,True
9984,"Says he ""opposed $716 billion cut to Medicare.""",C.W. Bill Young,/florida/statements/2012/oct/30/cw-bill-young/bill-young-says-he-opposed-716-billion-medicare-cu/,Half-True
9985,"Says Bill Young ""voted twice for the Ryan budget that ends the current Medicare system.""",Jessica Ehrlich,/florida/statements/2012/oct/30/jessica-ehrlich/jessica-ehrlich-says-bill-young-voted-twice-end-cu/,Half-True
9986,"""There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.""",Barack Obama,/truth-o-meter/statements/2012/oct/30/barack-obama/barack-obama-critics-clash-whether-planned-parenth/,Half-True
9987,"Says Mitt Romney’s plan makes ""catastrophic cuts to education.""",Barack Obama,/truth-o-meter/statements/2012/oct/30/barack-obama/obama-ad-says-romney-will-make-catastrophic-cuts-e/,Half-True
9988,"""We borrow $4 billion every single day, much of it from China.""",Clint Eastwood,/truth-o-meter/statements/2012/oct/30/clint-eastwood/clint-eastwood-says-ad-us-borrows-4-billion-day-mu/,Half-True
9989,"Says she voted against the Medicare Part D prescription drug program ""because it was unfunded.""",Tammy Baldwin,/wisconsin/statements/2012/oct/30/tammy-baldwin/senate-candidate-tammy-baldwin-says-she-voted-agai/,False
9990,"Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he ""had nothing to do with"" that provision in the law.",Tommy Thompson,/wisconsin/statements/2012/oct/30/tommy-thompson/tommy-thompson-says-he-had-nothing-do-provision-ba/,Mostly False
9991,"Says Barack Obama ""sold Chrysler to Italians who are going to build Jeeps in China"" at the cost of American jobs.",Mitt Romney,/truth-o-meter/statements/2012/oct/30/mitt-romney/mitt-romney-obama-chrysler-sold-italians-china-ame/,Pants on Fire!
9992,"""The truth is David Cicilline voted for tougher laws against child abusers, domestic abusers and abusers of the elderly.""",David Cicilline,/rhode-island/statements/2012/oct/30/david-cicilline/us-rep-david-cicilline-says-he-voted-tougher-laws-/,True
9993,"Bill Clinton presided over ""the biggest expansion of the American economy since World War II.""",Tim Kaine,/virginia/statements/2012/oct/29/tim-kaine/tim-kaine-says-bill-clinton-presided-over-biggest-/,Mostly True
9994,"Says Connie Mack initially said he would have voted ""yes"" for the Paul Ryan budget plan, and then, ""you said it was stupid and you would vote no. And then your folks corrected you, and you changed your position again, yes.""",Bill Nelson,/florida/statements/2012/oct/29/bill-nelson/bill-nelson-says-connie-mack-kept-changing-his-min/,Half-True
9995,"Says Maggie Hassan pays zero property taxes on her $500,000 home.",Republican Governors Association,/new-hampshire/statements/2012/oct/29/republican-governors-association/republican-governors-association-tv-ad-says-democr/,Mostly False
9996,"""Women in Barack Obama's White House are earning less than men.""",Mitt Romney,/truth-o-meter/statements/2012/oct/29/mitt-romney/mitt-romney-says-women-white-house-employees-earn-/,Half-True
9997,"Says New Jersey lost private-sector jobs between 2000 and 2009 because Democrats increased taxes, fees, regulations and state spending.",Chris Christie,/new-jersey/statements/2012/oct/29/chris-christie/chris-christie-says-democrats-are-blame-private-se/,Half-True
9998,"Sherrod Brown ""voted six times to raise his own pay.""",Josh Mandel,/ohio/statements/2012/oct/29/josh-mandel/josh-mandel-ad-claims-sherrod-brown-voted-six-time/,False
9999,"""We’re talking right now about a $12 billion hole in our current, so-called balanced"" state ""budget.""",Donna Howard,/texas/statements/2012/oct/29/donna-howard/donna-howard-says-so-called-balanced-state-budget-/,Half-True
10000,"""New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade.""",Tom Kean Jr.,/new-jersey/statements/2012/oct/28/tom-kean-jr/tom-kean-claims-new-jersey-was-only-state-nation-r/,False
10001,"Says that ""when Congressman (Steve) Cohen took office in 2007, the unemployment rate was at 4.8 percent. The unemployment rate in Shelby County has reached 9.7 percent.""",George Flinn,/tennessee/statements/2012/oct/28/george-flinn/george-flinn-blames-steve-cohen-shleby-unemploymen/,False
10002,Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government.,Mitt Romney,/rhode-island/statements/2012/oct/28/mitt-romney/mitt-romney-says-rhode-island-demonstrated-it-can-/,Mostly True
10003,"Says Multnomah County libraries ""are open 44 hours per week … the lowest of any library in the four-county region.""",Libraries Yes! Committee,/oregon/statements/2012/oct/26/libraries-yes-committee/are-multnomah-county-librarys-hours-shortest-area/,True
10004,"Says ""the typical homeowner will pay $4 more per month"" if library district passes.",Libraries Yes! Committee,/oregon/statements/2012/oct/26/libraries-yes-committee/will-multnomah-county-library-tax-district-cost-ty/,True
10005,"""Under President Obama: $4,000 tax hike on middle-class families.""",Mitt Romney,/truth-o-meter/statements/2012/oct/26/mitt-romney/romney-says-obama-plans-4000-tax-hike-middle-class/,Pants on Fire!
10006,"Says U.S. Senate rival Tommy Thompson ran Medicare ""into the ground"" and ""nine years closer to bankruptcy.""",Tammy Baldwin,/wisconsin/statements/2012/oct/26/tammy-baldwin/tommy-thompson-ran-medicare-ground-us-health-and-h/,False
10007,"Says when he was governor, ""most of the Democrats"" voted for his billion-dollar property-tax cuts, but U.S. Senate rival Tammy Baldwin ""voted against it.""",Tommy Thompson,/wisconsin/statements/2012/oct/26/tommy-thompson/thompson-says-most-democrats-not-baldwin-voted-his/,Mostly False
10008,"Says the Central Health district's tax rate is the ""lowest among the largest counties in Texas, and it will continue to be the lowest"" if voters approve a proposed tax increase.",Keep Austin Healthy PAC,/texas/statements/2012/oct/26/keep-austin-healthy-pac/proposition-advocate-says-central-health-district-/,Mostly True
10009,"Says U.S. Senate opponent Tommy Thompson ""personally made over $3 million"" from a federal contract granted to his healthcare company, but left  9/11 first responders ""without the care they were promised.""",Tammy Baldwin,/wisconsin/statements/2012/oct/26/tammy-baldwin/baldwin-says-thompson-got-3-million-mismanaged-fed/,Mostly False
10010,"Says ""Tammy Baldwin had the opportunity to vote to honor the victims of 9/11 and she voted against it.""",Tommy Thompson,/wisconsin/statements/2012/oct/26/tommy-thompson/thompson-says-baldwin-voted-against-resolution-hon/,Mostly False
10011,"""One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.""",Johnny Isakson,/georgia/statements/2012/oct/26/johnny-isakson/need-job-obamas-hiring-georgia-senator-says/,True
10012,"""6,400 Ohioans ... lost manufacturing jobs in the month of September.""",Mitt Romney,/ohio/statements/2012/oct/26/mitt-romney/mitt-romney-camp-says-6400-ohioans-lost-manufactur/,Mostly True
10013,"""If Buehler were elected, our vote-by-mail system would be at risk.""",Bill Bradbury,/oregon/statements/2012/oct/26/bill-bradbury/would-knute-buehler-shelve-oregons-vote-mail/,Pants on Fire!
10014,"""We got back every dime used to rescue the banks.""",Barack Obama,/new-hampshire/statements/2012/oct/25/barack-obama/barack-obama-says-banks-paid-back-all-federal-bail/,Mostly True
10015,Says GM used taxpayer dollars to prop up operations in China.,Let Freedom Ring,/truth-o-meter/statements/2012/oct/25/let-freedom-ring/claims-gm-used-bailout-money-boost-china-operation/,False
10016,Says 55 percent of council members have come from area where only 10 percent of Austinites live.,Gonzalo Barrientos,/texas/statements/2012/oct/25/gonzalo-barrientos/gonzalo-barrientos-says-55-council-members-come-ar/,Mostly True
10017,"Lois Frankel ""spent over $13,000 in taxpayer money on a marble shower in a private bathroom with her own toilet.""",Adam Hasner,/florida/statements/2012/oct/25/adam-hasner/lois-frankels-mayoral-bathroom-takes-hit-adam-hasn/,Half-True
